Name1,Rank1,Wins1,Losses1,surfaceWins1,surfaceLosses1,bestOfWins1,bestOfLosses1,tournamentWins1,tournamentLosses1,Gap1,Length1,tbWins1,tbLoses1,deciderWins1,deciderLosses1,Odds1,Name2,Rank2,Wins2,Losses2,surfaceWins2,surfaceLosses2,bestOfWins2,bestOfLosses2,tournamentWins2,tournamentLosses2,Gap2,Length2,tbWins2,tbLoses2,deciderWins2,deciderLosses2,Odds2,h2h1,h2h2,Upset
Simon G.,14.0,101,66,61,40,78,55,5,2,4.0,3535.0,61,48,7,2,1.14,Basilashvili N.,93.0,4,8,2,4,2,5,0,0,13.0,2181.0,5,5,1,0,5.5,0,0,0.0
Federer R.,3.0,164,37,106,22,114,25,6,1,30.0,23930.0,86,44,3,4,1.02,Ramos-Vinolas A.,70.0,15,25,6,9,14,20,1,0,1.0,1548.0,8,9,0,0,17.0,0,0,1.0
Cilic M.,12.0,103,50,65,26,72,41,1,1,1.0,2567.0,74,33,6,4,1.44,Coric B.,40.0,29,29,15,16,25,24,1,0,2.0,2186.0,19,11,2,5,2.62,0,0,0.0
Tsonga J.W.,15.0,96,45,58,27,63,35,4,1,1.0,3280.0,61,48,4,5,1.08,Estrella Burgos V.,66.0,24,28,7,12,21,21,1,0,1.0,1588.0,18,19,0,0,8.0,0,0,0.0
Isner J.,13.0,115,62,79,38,95,51,4,2,2.0,3330.0,137,75,1,5,1.66,Goffin D.,16.0,63,57,38,33,53,46,1,0,1.0,2434.0,30,36,1,1,2.1,0,0,0.0
Nishikori K.,6.0,134,47,91,32,105,35,2,2,4.0,5727.0,60,37,5,3,1.36,Kyrgios N.,32.0,34,25,17,14,17,15,1,0,2.0,2000.0,39,32,3,3,3.0,0,0,0.0
Ferrer D.,8.0,163,59,92,36,124,48,3,2,4.0,19590.0,73,51,3,2,1.28,Tomic B.,20.0,72,61,48,39,56,49,1,2,3.0,2625.0,60,55,4,2,3.5,2,1,1.0
Berdych T.,5.0,153,63,106,42,113,51,3,2,7.0,6000.0,74,61,1,2,1.36,Sock J.,33.0,63,47,39,33,52,38,3,1,1.0,1258.0,42,37,0,0,3.0,0,0,0.0
Anderson K.,10.0,116,67,78,45,84,55,3,2,1.0,2558.0,86,62,5,4,1.4,Fognini F.,26.0,105,71,32,34,90,59,3,2,1.0,2456.0,56,38,2,1,2.75,2,0,0.0
Simon G.,14.0,102,66,62,40,79,55,6,2,1.0,2601.0,61,48,7,2,1.36,Mayer L.,38.0,60,57,16,23,45,45,2,1,2.0,1292.0,47,36,2,1,3.0,0,0,0.0
Murray A.,2.0,153,38,100,27,100,28,2,1,37.0,11000.0,78,42,5,4,1.1,Johnson S.,47.0,54,54,39,34,48,42,2,1,2.0,2355.0,39,44,3,3,7.0,0,0,0.0
Wawrinka S.,4.0,134,53,75,32,87,43,2,2,3.0,7192.0,92,46,2,5,1.2,Troicki V.,24.0,57,45,26,23,44,38,1,0,1.0,2679.0,32,32,1,2,4.33,0,0,0.0
Djokovic N.,1.0,200,22,138,15,128,15,8,1,3.0,19415.0,85,44,8,3,1.01,Klizan M.,44.0,59,64,24,32,50,52,2,1,2.0,1265.0,45,37,2,3,21.0,1,0,0.0
Gasquet R.,11.0,112,55,78,38,78,43,2,2,1.0,3540.0,68,46,6,4,1.33,Pospisil V.,43.0,58,59,44,42,49,48,3,2,1.0,1785.0,42,56,4,3,3.25,1,2,0.0
Raonic M.,9.0,119,55,87,36,88,44,3,2,1.0,3975.0,95,67,2,2,1.4,Bautista R.,23.0,103,68,57,41,81,56,3,1,2.0,2930.0,57,38,5,1,2.75,2,0,0.0
Nadal R.,7.0,172,34,75,18,131,27,3,2,3.0,19415.0,68,37,2,2,1.4,Karlovic I.,21.0,85,62,49,41,76,52,3,1,2.0,2975.0,97,87,2,3,2.75,0,0,0.0
Lopez F.,17.0,101,68,56,40,78,56,6,2,2.0,2314.0,79,56,4,1,1.9,Thiem D.,18.0,60,47,24,26,51,39,2,1,2.0,2184.0,42,38,1,3,1.8,1,3,0.0
Murray A.,2.0,154,38,101,27,101,28,3,1,1.0,9555.0,78,42,5,4,1.18,Isner J.,13.0,116,62,80,38,96,51,5,2,1.0,4250.0,138,75,1,5,4.5,1,0,0.0
Tsonga J.W.,15.0,97,45,59,27,64,35,5,1,2.0,2707.0,61,48,4,5,1.1,Ramos-Vinolas A.,70.0,16,25,7,9,15,20,2,0,2.0,9123.0,9,9,0,0,7.0,1,0,0.0
Djokovic N.,1.0,201,22,139,15,129,15,9,1,1.0,16775.0,85,44,8,3,1.03,Lopez F.,17.0,102,68,57,40,79,56,7,2,1.0,3325.0,80,57,4,1,15.0,1,0,0.0
Nishikori K.,6.0,135,47,92,32,106,35,3,2,1.0,5925.0,60,37,5,3,1.36,Anderson K.,10.0,117,67,79,45,85,55,4,2,1.0,3945.0,87,62,5,4,3.0,2,0,1.0
Nadal R.,7.0,173,34,76,18,132,27,4,2,1.0,5635.0,70,38,2,2,1.5,Raonic M.,9.0,120,55,88,36,89,44,4,2,1.0,4280.0,96,68,2,2,2.5,3,1,0.0
Wawrinka S.,4.0,135,53,76,32,88,43,3,2,1.0,7994.0,93,46,2,5,1.4,Cilic M.,12.0,104,50,66,26,73,41,2,1,2.0,3401.0,74,33,6,4,2.75,3,0,0.0
Berdych T.,5.0,154,63,107,42,114,51,4,2,1.0,6120.0,75,61,1,2,1.57,Simon G.,14.0,103,66,63,40,80,55,7,2,1.0,3110.0,61,49,7,2,2.25,2,2,0.0
Gasquet R.,11.0,113,55,79,38,79,43,3,2,1.0,3395.0,68,46,6,4,1.36,Tomic B.,20.0,73,61,49,39,57,49,2,2,1.0,5530.0,60,55,4,2,3.0,5,1,1.0
Anderson K.,10.0,118,67,80,45,86,55,5,2,1.0,7185.0,89,62,5,4,2.1,Tsonga J.W.,15.0,98,45,60,27,65,35,6,1,1.0,2693.0,62,49,4,5,1.72,0,1,1.0
Wawrinka S.,4.0,136,53,77,32,89,43,4,2,1.0,8845.0,94,47,2,5,2.0,Nadal R.,7.0,174,34,77,18,133,27,5,2,1.0,6830.0,71,38,2,2,1.8,2,4,1.0
Djokovic N.,1.0,202,22,140,15,130,15,10,1,1.0,17510.0,85,44,8,3,1.01,Tomic B.,20.0,74,61,50,39,58,49,3,2,1.0,3985.0,60,56,4,2,21.0,2,0,0.0
Murray A.,2.0,155,38,102,27,102,28,4,1,1.0,10920.0,78,43,5,4,1.36,Berdych T.,5.0,155,63,108,42,115,51,5,2,1.0,6930.0,75,61,1,2,3.25,2,2,0.0
Nadal R.,7.0,175,34,78,18,134,27,6,2,1.0,10555.0,71,38,2,2,1.36,Tsonga J.W.,15.0,99,45,61,27,66,35,7,1,1.0,4465.0,63,50,4,5,3.25,1,0,1.0
Djokovic N.,1.0,203,22,141,15,131,15,11,1,1.0,17370.0,86,44,8,3,1.28,Murray A.,2.0,156,38,103,27,103,28,5,1,1.0,13550.0,78,43,5,4,3.75,9,2,0.0
Djokovic N.,1.0,204,22,142,15,132,15,12,1,1.0,24425.0,86,44,8,3,1.06,Tsonga J.W.,15.0,100,45,62,27,67,35,8,1,1.0,6050.0,64,50,4,5,10.0,4,1,0.0
Kuznetsov An.,84.0,22,38,7,13,13,30,0,2,7.0,2314.0,17,19,2,1,1.28,Albot R.,107.0,2,7,1,5,2,5,0,0,18.0,1420.0,3,2,0,0,3.5,0,0,0.0
Sousa J.,45.0,66,76,37,43,58,65,0,1,6.0,2456.0,39,38,3,6,1.2,Gimeno-Traver D.,95.0,37,64,7,21,34,53,1,1,28.0,1419.0,27,45,2,1,4.33,0,1,1.0
Gabashvili T.,57.0,33,46,17,27,24,37,2,1,14.0,2032.0,17,21,1,1,1.02,Ilkel C.,443.0,0,1,0,0,0,1,0,0,174.0,882.0,0,0,0,0,19.0,0,0,0.0
Cuevas P.,38.0,44,38,10,18,39,29,0,0,7.0,2679.0,30,27,1,2,1.12,Riba P.,221.0,3,14,0,3,3,10,0,1,90.0,228.0,3,7,0,0,6.0,0,0,0.0
Coric B.,39.0,29,30,15,17,25,25,0,0,7.0,3401.0,19,11,2,5,1.4,Donskoy E.,118.0,17,32,14,21,11,25,2,2,26.0,3252.0,11,21,2,1,2.75,0,0,1.0
Haase R.,63.0,55,67,19,32,50,55,0,0,47.0,2885.0,32,47,1,1,2.25,Lajovic D.,89.0,28,39,5,13,22,32,0,1,75.0,885.0,22,25,1,2,1.57,0,0,0.0
Ilhan M.,97.0,7,18,3,6,5,13,0,0,48.0,1670.0,6,9,0,0,2.0,Ito T.,119.0,13,24,7,15,11,19,0,0,13.0,6449.0,11,14,1,0,1.72,0,0,0.0
Kukushkin M.,61.0,36,50,27,29,29,40,7,2,18.0,4617.0,27,32,1,5,1.44,Rublev A.,179.0,5,10,2,5,5,9,0,1,27.0,1029.0,3,8,0,0,2.62,0,0,0.0
Bedene A.,50.0,31,41,16,17,29,31,0,0,16.0,1469.0,19,22,1,0,2.62,Istomin D.,53.0,76,75,46,50,65,64,1,1,16.0,936.0,55,44,1,3,1.44,0,0,1.0
Berankis R.,72.0,28,40,22,22,23,31,2,2,22.0,912.0,23,29,2,2,1.5,Jaziri M.,90.0,20,31,14,22,18,26,0,1,50.0,2872.0,16,18,1,2,2.5,0,1,0.0
Bolelli S.,59.0,40,40,21,21,33,30,0,0,8.0,1785.0,27,21,2,3,1.28,Pouille L.,70.0,13,20,7,11,12,13,0,0,22.0,1765.0,13,9,0,6,3.5,1,0,1.0
Youzhny M.,150.0,66,71,36,39,51,59,2,1,15.0,3111.0,37,35,4,1,1.36,Karatsev A.,207.0,0,3,0,3,0,3,0,2,372.0,706.0,1,0,0,0,3.0,1,0,1.0
Cuevas P.,38.0,45,38,11,18,40,29,1,0,1.0,1326.0,30,27,1,2,1.61,Haase R.,63.0,56,67,20,32,51,55,1,0,1.0,1373.0,33,47,1,1,2.2,0,0,1.0
Troicki V.,24.0,57,46,26,24,44,39,0,0,7.0,7994.0,32,33,1,2,1.57,Gabashvili T.,57.0,34,46,18,27,25,37,3,1,2.0,894.0,17,21,1,1,2.25,0,0,1.0
Bautista R.,27.0,103,69,57,42,81,57,4,1,7.0,4280.0,58,39,5,1,1.1,Ilhan M.,97.0,8,18,4,6,6,13,1,0,1.0,1035.0,6,9,0,0,7.0,0,0,0.0
Pouille L.,70.0,14,20,8,11,13,13,1,0,1.0,1505.0,14,9,0,6,1.57,Gimeno-Traver D.,95.0,38,64,8,21,35,53,2,1,3.0,1521.0,29,45,2,1,2.25,0,0,0.0
Berankis R.,72.0,29,40,23,22,24,31,3,2,1.0,1273.0,23,29,2,2,1.66,Donskoy E.,118.0,18,32,15,21,12,25,3,2,2.0,1549.0,11,21,2,1,2.1,0,0,1.0
Cilic M.,14.0,104,51,66,27,73,42,4,0,7.0,8845.0,75,34,6,4,1.25,Istomin D.,53.0,77,75,47,50,66,64,2,1,1.0,1682.0,55,44,1,3,3.75,2,1,0.0
Kohlschreiber P.,34.0,95,69,39,36,77,58,0,0,26.0,2880.0,61,53,1,1,1.12,Karatsev A.,207.0,1,3,1,3,1,3,1,2,1.0,616.0,1,0,0,0,6.0,0,0,0.0
Kukushkin M.,61.0,37,50,28,29,30,40,8,2,2.0,1066.0,27,32,1,5,1.44,Kuznetsov An.,84.0,23,38,8,13,14,30,1,2,3.0,1135.0,17,19,2,1,2.62,0,0,1.0
Bautista R.,27.0,104,69,58,42,82,57,5,1,2.0,1967.0,59,39,5,1,1.12,Pouille L.,70.0,15,20,9,11,14,13,2,0,1.0,1285.0,15,9,0,6,6.0,1,0,0.0
Kohlschreiber P.,34.0,96,69,40,36,78,58,1,0,1.0,1405.0,62,53,1,1,1.44,Haase R.,63.0,57,67,21,32,52,55,2,0,2.0,1865.0,33,48,1,1,2.62,0,0,0.0
Gabashvili T.,57.0,35,46,19,27,26,37,4,1,2.0,2243.0,17,21,1,1,1.57,Donskoy E.,118.0,19,32,16,21,13,25,4,2,1.0,1146.0,12,21,2,1,2.25,0,0,1.0
Cilic M.,14.0,105,51,67,27,74,42,5,0,1.0,3015.0,76,34,6,4,1.22,Kuznetsov An.,84.0,24,38,9,13,15,30,2,2,1.0,1411.0,18,19,2,1,4.0,1,0,0.0
Cilic M.,14.0,106,51,68,27,75,42,6,0,1.0,2814.0,76,34,6,4,1.14,Donskoy E.,118.0,20,32,17,21,14,25,5,2,1.0,1274.0,12,21,2,1,5.5,2,0,0.0
Bautista R.,27.0,105,69,59,42,83,57,6,1,1.0,2120.0,59,39,5,1,1.66,Kohlschreiber P.,34.0,97,69,41,36,79,58,2,0,1.0,1930.0,62,53,1,1,2.2,1,0,0.0
Cilic M.,14.0,107,51,69,27,76,42,7,0,1.0,2663.0,76,34,6,4,1.4,Bautista R.,27.0,106,69,60,42,84,57,7,1,1.0,2570.0,59,39,5,1,3.0,1,0,0.0
Millman J.,76.0,6,12,5,9,5,8,0,0,11.0,2936.0,3,4,0,3,1.9,Becker B.,87.0,46,66,34,47,39,54,0,1,16.0,4370.0,39,39,3,1,1.8,0,0,0.0
Zverev A.,83.0,17,23,4,10,16,21,0,0,20.0,2087.0,11,15,1,2,1.08,Ymer M.,617.0,0,0,0,0,0,0,0,0,1000.0,0,0,0,0,0,7.5,0,0,0.0
Verdasco F.,44.0,76,67,30,35,58,55,4,2,8.0,2625.0,56,62,6,2,1.5,Kudla D.,68.0,16,28,7,19,10,20,0,0,48.0,1107.0,8,18,3,1,2.5,0,0,0.0
Mannarino A.,42.0,53,65,31,40,40,53,2,1,8.0,3330.0,28,39,1,5,1.53,Darcis S.,81.0,9,18,6,9,7,11,0,0,27.0,1405.0,6,9,0,1,2.37,0,1,1.0
Sock J.,32.0,63,48,39,34,52,39,3,2,6.0,6120.0,42,38,0,0,1.18,Carreno-Busta P.,60.0,35,54,12,20,31,45,1,2,28.0,939.0,16,29,0,2,4.5,1,0,0.0
Muller G.,37.0,35,36,26,25,30,28,0,0,7.0,3540.0,40,29,1,2,1.44,Zverev M.,224.0,9,11,4,7,9,11,0,0,19.0,2126.0,8,12,0,0,2.62,0,0,0.0
Baghdatis M.,46.0,44,51,33,34,34,40,0,1,12.0,2094.0,27,35,3,2,2.0,Querrey S.,51.0,71,64,45,42,59,52,0,0,8.0,1548.0,57,58,1,4,1.72,0,0,0.0
Delbonis F.,55.0,46,52,6,21,44,43,0,0,27.0,1459.0,31,37,0,2,1.5,Pavic A.,656.0,2,8,0,2,1,6,0,0,98.0,633.0,3,6,0,0,2.5,0,0,0.0
Chardy J.,29.0,79,76,45,43,56,65,1,2,8.0,2975.0,74,58,3,0,1.44,Kokkinakis T.,74.0,13,22,10,17,9,17,0,0,27.0,1341.0,13,16,2,5,2.62,0,1,0.0
Mayer L.,36.0,60,58,16,24,45,46,1,1,6.0,3110.0,48,36,2,1,1.4,Marterer M.,243.0,0,1,0,0,0,1,0,0,133.0,989.0,0,1,0,0,2.75,0,0,0.0
Almagro N.,73.0,74,51,19,16,64,43,0,0,21.0,1563.0,47,38,1,1,1.83,Nieminen J.,145.0,63,69,41,41,54,57,2,2,21.0,880.0,41,41,5,1,1.83,0,0,0.0
Dimitrov G.,26.0,112,60,65,40,91,48,8,1,14.0,2742.0,56,59,2,3,1.2,Krajinovic F.,94.0,7,15,4,11,6,10,0,0,48.0,4229.0,3,10,0,0,4.33,1,0,0.0
Muller G.,37.0,36,36,27,25,31,28,1,0,1.0,1328.0,40,30,1,2,1.4,Millman J.,76.0,7,12,6,9,6,8,1,0,2.0,1276.0,4,4,0,3,2.75,0,0,0.0
Tomic B.,18.0,74,62,50,40,58,50,3,2,5.0,17370.0,60,57,4,2,1.61,Baghdatis M.,46.0,45,51,34,34,35,40,1,1,1.0,1778.0,28,35,3,2,2.2,0,0,1.0
Sock J.,32.0,64,48,40,34,53,39,4,2,1.0,1999.0,42,39,0,0,1.57,Verdasco F.,44.0,77,67,31,35,59,55,5,2,2.0,1751.0,56,62,6,2,2.25,0,0,0.0
Simon G.,15.0,103,67,63,41,80,56,0,0,6.0,6930.0,61,49,7,2,1.4,Mayer L.,36.0,61,58,17,24,46,46,2,1,1.0,1317.0,48,37,2,1,2.75,1,0,0.0
Chardy J.,29.0,80,76,46,43,57,65,2,2,2.0,2054.0,76,58,3,0,1.16,Delbonis F.,55.0,47,52,7,21,45,43,1,0,2.0,853.0,32,37,0,2,5.0,1,0,0.0
Gasquet R.,12.0,113,56,79,39,79,44,0,0,7.0,3985.0,69,46,6,4,1.11,Darcis S.,81.0,10,18,7,9,8,11,1,0,2.0,1651.0,7,9,0,1,6.5,0,0,0.0
Berdych T.,5.0,155,64,108,43,115,52,4,0,6.0,13550.0,75,61,1,2,1.11,Zverev A.,83.0,18,23,5,10,17,21,1,0,3.0,676.0,12,16,1,2,6.5,0,0,0.0
Dimitrov G.,26.0,113,60,66,40,92,48,9,1,2.0,1976.0,57,59,2,3,1.22,Almagro N.,73.0,75,51,20,16,65,43,1,0,2.0,1059.0,48,38,1,1,4.0,1,0,0.0
Simon G.,15.0,104,67,64,41,81,56,1,0,2.0,3180.0,61,49,7,2,1.66,Sock J.,32.0,65,48,41,34,54,39,5,2,2.0,2215.0,43,40,0,0,2.1,1,0,1.0
Gasquet R.,12.0,114,56,80,39,80,44,1,0,1.0,3126.0,69,46,6,4,1.28,Chardy J.,29.0,81,76,47,43,58,65,3,2,1.0,2201.0,77,58,3,0,3.5,1,0,0.0
Berdych T.,5.0,156,64,109,43,116,52,5,0,1.0,5467.0,75,61,1,2,1.5,Dimitrov G.,26.0,114,60,67,40,93,48,10,1,1.0,2073.0,57,59,2,3,2.5,2,1,0.0
Muller G.,37.0,37,36,28,25,32,28,2,0,2.0,1766.0,41,30,1,2,1.61,Baghdatis M.,46.0,46,51,35,34,36,40,2,1,2.0,2618.0,29,35,3,2,2.2,0,1,1.0
Gasquet R.,12.0,115,56,81,39,81,44,2,0,1.0,3880.0,70,46,6,4,1.53,Sock J.,32.0,66,48,42,34,55,39,6,2,1.0,3275.0,45,40,0,0,2.5,0,1,1.0
Berdych T.,5.0,157,64,110,43,117,52,6,0,1.0,6245.0,76,61,1,2,1.2,Baghdatis M.,46.0,47,51,36,34,37,40,3,1,1.0,2048.0,30,35,3,2,4.5,0,0,0.0
Berdych T.,5.0,158,64,111,43,118,52,7,0,1.0,5783.0,76,61,1,2,1.44,Sock J.,32.0,67,48,43,34,56,39,7,2,1.0,3700.0,45,40,0,0,2.75,1,0,0.0
Gulbis E.,117.0,81,61,48,35,69,50,0,0,21.0,1291.0,49,43,1,1,1.16,Miedler L.,522.0,0,0,0,0,0,0,0,0,1000.0,0,0,0,0,0,5.0,0,0,0.0
Novak D.,222.0,1,2,0,0,1,2,0,0,75.0,1556.0,0,1,0,0,4.0,Stepanek R.,259.0,36,42,16,21,29,31,2,1,13.0,6192.0,19,33,2,1,1.22,0,0,1.0
Rosol L.,78.0,65,76,33,45,57,64,4,2,12.0,4577.0,53,36,1,1,1.44,Sugita Y.,132.0,3,11,0,5,3,9,0,0,20.0,592.0,4,9,0,0,2.62,0,0,0.0
Vesely J.,40.0,36,47,17,20,30,37,0,0,12.0,3572.0,29,34,2,2,1.18,Melzer G.,164.0,3,8,0,2,3,8,0,2,76.0,802.0,3,5,0,0,4.5,0,0,0.0
Karlovic I.,20.0,85,63,49,42,76,53,2,1,5.0,5635.0,98,89,2,3,1.44,Seppi A.,28.0,76,76,44,44,55,64,0,0,7.0,2355.0,55,49,9,4,2.62,0,0,0.0
Lorenzi P.,71.0,30,55,9,20,28,44,0,0,26.0,1733.0,14,23,0,4,2.1,Ram R.,98.0,14,23,5,18,10,19,0,0,20.0,770.0,15,15,0,2,1.66,0,0,0.0
Isner J.,13.0,116,63,80,39,96,52,0,0,5.0,10920.0,139,75,1,5,1.22,De Schepper K.,123.0,20,43,7,18,14,34,0,0,28.0,691.0,21,20,1,2,4.0,0,0,0.0
Stakhovsky S.,66.0,44,57,26,34,36,45,1,1,27.0,1414.0,25,40,1,1,2.5,Struff J.L.,105.0,23,42,14,17,20,32,2,1,77.0,1493.0,13,34,1,3,1.5,1,3,0.0
Monfils G.,21.0,95,53,51,30,73,43,0,1,50.0,2315.0,66,35,6,6,1.33,Bellucci T.,33.0,51,53,17,23,45,44,2,1,7.0,3975.0,38,37,1,0,3.25,0,0,0.0
Dolgopolov O.,35.0,72,71,42,42,64,60,0,0,9.0,2186.0,48,53,0,4,1.61,Johnson S.,47.0,54,55,39,35,48,43,0,0,6.0,9555.0,39,44,3,3,2.2,0,0,1.0
Thiem D.,19.0,60,48,24,27,51,40,2,2,6.0,3325.0,43,39,1,3,1.4,Janowicz J.,65.0,64,64,41,38,45,52,0,0,26.0,1415.0,55,48,6,1,2.75,0,0,1.0
Garcia-Lopez G.,25.0,74,69,32,34,64,57,0,1,8.0,2930.0,44,51,2,1,1.36,Giraldo S.,67.0,63,75,17,35,56,63,0,0,22.0,1780.0,35,40,2,2,3.0,1,1,0.0
Ferrer D.,8.0,163,60,92,37,124,49,3,1,6.0,5530.0,73,51,3,2,1.14,Ramos-Vinolas A.,58.0,16,26,7,10,15,21,0,0,5.0,2693.0,10,10,0,0,5.5,1,0,0.0
Fognini F.,22.0,105,72,32,35,90,60,1,1,7.0,3945.0,56,39,2,1,1.5,Mathieu P.H.,93.0,24,47,11,22,22,37,0,1,29.0,1718.0,18,26,1,1,2.5,0,0,0.0
Tsonga J.W.,10.0,100,46,62,28,67,36,2,1,3.0,17775.0,64,50,4,5,1.12,Haas T.,466.0,63,43,35,25,53,35,4,0,8.0,2558.0,37,27,1,3,6.0,0,0,0.0
Anderson K.,11.0,118,68,80,46,86,56,0,0,5.0,4465.0,90,63,5,4,1.14,Haider-Maurer A.,62.0,26,38,8,13,21,28,0,1,9.0,2000.0,19,29,3,2,5.5,0,0,0.0
Isner J.,13.0,117,63,81,39,97,52,1,0,1.0,2785.0,141,75,1,5,1.22,Gulbis E.,117.0,82,61,49,35,70,50,1,0,2.0,542.0,49,43,1,1,4.0,2,1,1.0
Karlovic I.,20.0,86,63,50,42,77,53,3,1,2.0,2980.0,99,89,2,3,1.36,Stakhovsky S.,66.0,45,57,27,34,37,45,2,1,1.0,1281.0,25,40,1,1,3.0,1,0,0.0
Fognini F.,22.0,106,72,33,35,91,60,2,1,1.0,2043.0,56,39,2,1,1.66,Stepanek R.,259.0,37,42,17,21,30,31,3,1,3.0,413.0,19,33,2,1,2.1,0,1,0.0
Johnson S.,47.0,55,55,40,35,49,43,1,0,2.0,2065.0,39,44,3,3,1.83,Janowicz J.,65.0,65,64,42,38,46,52,1,0,2.0,2360.0,56,48,6,1,1.83,0,0,0.0
Ferrer D.,8.0,164,60,93,37,125,49,4,1,2.0,4603.0,73,51,3,2,1.28,Garcia-Lopez G.,25.0,75,69,33,34,65,57,1,1,2.0,2181.0,44,51,2,1,3.5,2,0,0.0
Anderson K.,11.0,119,68,81,46,87,56,1,0,1.0,3340.0,91,63,5,4,1.22,Vesely J.,40.0,37,47,18,20,31,37,1,0,3.0,1385.0,29,34,2,2,4.0,1,1,0.0
Tsonga J.W.,10.0,101,46,63,28,68,36,3,1,1.0,2673.0,64,51,4,5,1.16,Rosol L.,78.0,66,76,34,45,58,64,5,2,3.0,1088.0,54,36,1,1,5.0,1,0,1.0
Monfils G.,21.0,96,53,52,30,74,43,1,1,2.0,2670.0,66,36,6,6,1.08,Lorenzi P.,71.0,31,55,10,20,29,44,1,0,2.0,1239.0,14,24,0,4,8.0,0,0,0.0
Karlovic I.,20.0,87,63,51,42,78,53,4,1,2.0,2330.0,100,89,2,3,1.5,Gulbis E.,117.0,83,61,50,35,71,50,2,0,2.0,2800.0,49,43,1,1,2.5,0,0,1.0
Anderson K.,11.0,120,68,82,46,88,56,2,0,1.0,3632.0,92,64,5,4,1.33,Johnson S.,47.0,56,55,41,35,50,43,2,0,1.0,1700.0,39,45,3,3,3.25,4,1,1.0
Ferrer D.,8.0,165,60,94,37,126,49,5,1,1.0,5235.0,73,51,3,2,1.22,Fognini F.,22.0,107,72,34,35,92,60,3,1,1.0,1657.0,56,39,2,1,4.0,5,0,0.0
Monfils G.,21.0,97,53,53,30,75,43,2,1,1.0,2180.0,66,36,6,6,1.33,Rosol L.,78.0,67,76,35,45,59,64,6,2,1.0,3247.0,54,36,1,1,3.25,1,0,0.0
Johnson S.,47.0,57,55,42,35,51,43,3,0,1.0,3505.0,40,46,3,3,2.0,Gulbis E.,117.0,84,61,51,35,72,50,3,0,1.0,2050.0,51,43,1,1,1.8,1,0,0.0
Ferrer D.,8.0,166,60,95,37,127,49,6,1,1.0,5275.0,73,51,3,2,1.57,Monfils G.,21.0,98,53,54,30,76,43,3,1,1.0,2157.0,66,37,6,6,2.37,2,0,0.0
Ferrer D.,8.0,167,60,96,37,128,49,7,1,1.0,5305.0,75,51,3,2,1.2,Johnson S.,47.0,58,55,43,35,52,43,4,0,1.0,1415.0,41,46,3,3,4.5,0,0,0.0
Troicki V.,25.0,57,47,26,25,44,40,0,0,5.0,2243.0,32,33,1,2,1.8,Mannarino A.,40.0,53,66,31,41,40,54,0,1,6.0,1651.0,28,40,1,5,1.9,0,0,1.0
Nadal R.,7.0,175,35,78,19,134,28,2,1,9.0,6050.0,71,39,2,2,1.12,Rosol L.,69.0,67,77,35,46,59,65,0,1,3.0,2157.0,55,36,1,1,6.0,2,0,0.0
Thiem D.,19.0,60,49,24,28,51,41,0,1,6.0,2360.0,43,40,1,3,1.44,Haase R.,56.0,57,68,21,33,52,56,0,1,3.0,1930.0,33,48,1,1,2.62,0,1,0.0
Young D.,49.0,39,45,34,33,30,36,1,1,14.0,1588.0,21,21,3,1,1.16,Laaksonen H.,304.0,3,8,0,2,3,8,0,1,90.0,1120.0,3,7,0,0,5.0,0,0,0.0
Goffin D.,17.0,63,58,38,34,53,47,4,1,13.0,4250.0,30,37,1,1,1.25,Seppi A.,27.0,76,77,44,45,55,65,0,1,8.0,2980.0,55,50,9,4,3.75,1,0,0.0
Dimitrov G.,28.0,114,61,67,41,93,49,4,2,4.0,6245.0,57,60,2,3,1.18,Stakhovsky S.,62.0,45,58,27,35,37,46,0,0,6.0,2330.0,25,41,1,1,4.5,1,0,0.0
Kohlschreiber P.,32.0,97,70,41,37,79,59,0,0,3.0,2570.0,62,53,1,1,1.57,Janowicz J.,60.0,65,65,42,39,46,53,0,1,5.0,1700.0,57,48,6,1,2.25,2,0,0.0
Federer R.,3.0,164,38,106,23,114,26,9,1,14.0,9123.0,86,45,3,4,1.01,Kukushkin M.,64.0,37,51,28,30,30,41,1,1,5.0,1411.0,27,33,1,5,21.0,0,0,0.0
Isner J.,14.0,117,64,81,40,97,53,0,0,6.0,2800.0,141,75,1,5,1.4,Gulbis E.,82.0,84,62,51,36,72,51,0,1,3.0,1415.0,51,44,1,1,2.75,2,2,0.0
Gasquet R.,11.0,115,57,81,40,81,45,0,1,3.0,3700.0,70,46,6,4,1.16,Vesely J.,38.0,37,48,18,21,31,38,0,0,5.0,3632.0,30,35,2,2,5.0,0,0,0.0
Dolgopolov O.,36.0,72,72,42,43,64,61,1,1,7.0,2065.0,48,53,0,4,1.5,Lajovic D.,93.0,28,40,5,14,22,33,0,0,7.0,1373.0,22,26,1,2,2.5,1,0,1.0
Sock J.,29.0,67,49,43,35,56,40,0,0,3.0,6050.0,45,41,0,0,1.33,Kudla D.,67.0,16,29,7,20,10,21,0,1,9.0,1751.0,8,18,3,1,3.25,0,1,0.0
Cilic M.,13.0,108,51,70,27,77,42,0,0,3.0,3595.0,76,34,6,4,1.03,Chiudinelli M.,313.0,1,9,0,6,1,8,0,2,93.0,850.0,3,7,0,0,15.0,0,0,0.0
